gender,exhaust_volume,motorcycle_style,passenger_on_backseat,helmet,height,weight,age,purchase_price,monthly_mileage,traffic_ticket_count,speeding_habbit,has_license,has_modifications,is_noisy_engine,is_mountain_ride,has_regular_maintenance,commute_with_motorcycle,class
woman,150,DRG,usually,2,150.797,66.078,31.007,102,233,9,6,1,0,0,0,0,1,low_risk
woman,50,Cuxi,always,2,157.185,53.262,35.122,76,253,10,27,1,0,0,0,0,1,low_risk
man,100,FORCE,seldom,3,158.37,66.468,25.155,50,319,4,20,1,0,0,0,0,1,low_risk
woman,125,duke,seldom,2,154.589,46.051,30.406,95,663,8,5,1,0,1,0,1,1,low_risk
woman,50,Swish,seldom,2,162.103,47.424,26.549,95,101,9,4,1,1,0,0,0,1,low_risk
woman,50,Fiddle,always,3,175.132,33.091,19.898,55,26,1,29,1,0,1,1,1,0,low_risk
man,125,GP,seldom,2,187.747,70.058,26.68,75,753,1,14,1,0,0,1,0,0,low_risk
woman,125,GP,sometimes,3,163.476,49.817,27.928,42,717,7,23,1,0,0,1,1,0,low_risk
woman,125,Fiddle,seldom,2,173.493,56.061,49.031,90,15,0,20,1,1,0,0,1,1,low_risk
man,150,BWS,seldom,2,180.346,83.68,47.221,129,682,7,13,1,0,0,1,1,1,low_risk
woman,125,Cuxi,sometimes,1,150.858,63.089,29.412,76,843,1,8,1,0,0,0,0,1,low_risk
woman,125,Limi,sometimes,3,150.444,38.612,31.841,59,758,8,2,1,0,0,0,0,1,low_risk
man,125,cygnus,seldom,3,178.438,58.415,23.189,52,868,3,15,1,0,0,1,1,1,low_risk
woman,125,FORCE,seldom,2,146.53,49.346,32.287,71,241,10,10,1,1,0,0,0,1,low_risk
man,125,cygnus,sometimes,1,168.468,63.676,32.934,88,425,6,6,1,1,1,0,0,1,low_risk
man,125,Cuxi,seldom,2,174.277,75.912,22.187,109,775,2,28,1,1,0,1,1,1,medium_risk
man,125,duke,sometimes,2,170.14,57.727,30.579,118,225,3,17,1,0,0,0,0,1,low_risk
man,125,DRG,seldom,2,173.023,66.484,20.145,102,823,3,29,0,1,0,0,1,1,low_risk
woman,150,Many,seldom,2,170.268,44.049,19.778,41,198,9,2,1,0,0,1,1,1,low_risk
man,150,FORCE,seldom,3,164.823,59.093,31.808,120,972,4,22,1,0,0,0,0,1,low_risk
man,125,Swish,never,3,155.461,74.428,53.556,69,712,0,10,1,0,1,0,1,0,low_risk
man,150,axis Z,seldom,1,159.212,55.101,22.551,126,914,0,23,1,1,0,0,0,1,low_risk
man,50,FORCE,seldom,2,163.413,67.153,39.449,115,434,2,28,1,1,0,0,0,1,low_risk
woman,100,Swish,usually,2,156.688,45.032,26.291,123,422,8,24,1,0,1,0,1,1,low_risk
woman,125,POG,usually,3,160.444,51.706,19.195,44,721,8,20,1,1,0,0,1,1,low_risk
woman,125,famous,never,1,173.952,43.229,28.544,65,331,9,1,1,1,1,1,1,1,low_risk
woman,50,Swish,always,1,155.541,44.191,28.738,52,643,1,24,1,0,0,0,0,1,low_risk
woman,100,DRG,sometimes,3,154.366,47.725,37.659,68,45,7,16,0,0,1,0,1,1,low_risk
man,125,famous,always,1,176.503,81.454,31.924,130,679,3,10,1,0,0,0,0,1,low_risk
man,125,JET,sometimes,2,178.925,77.793,40.288,52,934,7,21,1,0,0,0,0,1,low_risk
woman,125,famous,usually,2,151.168,60.519,21.994,119,919,5,8,1,0,0,0,0,1,low_risk
man,150,GP,seldom,2,168.82,71.331,23.088,53,662,3,11,1,0,1,0,0,1,low_risk
woman,50,Swish,sometimes,3,158.584,58.861,27.745,105,120,2,1,1,1,0,0,1,1,low_risk
woman,100,Swish,usually,3,156.131,50.248,20.961,93,277,7,13,1,0,0,0,1,1,low_risk
woman,150,Swish,seldom,2,170.531,68.725,45.205,93,707,8,23,1,1,0,1,1,0,low_risk
woman,150,Swish,usually,2,158.182,45.147,20.911,92,428,10,22,1,0,0,0,1,1,low_risk
woman,125,POG,usually,3,151.454,45.783,30.269,130,171,10,19,1,1,0,1,0,1,low_risk
woman,125,cygnus,never,3,157.456,69.309,44.424,109,247,0,2,0,1,0,1,1,1,low_risk
woman,100,GP,seldom,2,175.663,52.917,29.056,68,376,3,26,1,0,0,0,1,1,low_risk
man,125,axis Z,usually,2,177.027,56.258,39.748,43,670,0,16,1,0,0,1,1,1,medium_risk
woman,150,cygnus,usually,2,145.323,26.556,29.975,68,193,0,12,1,0,1,1,1,1,low_risk
woman,125,FORCE,seldom,2,158.708,37.536,39.144,77,184,6,2,1,0,0,0,1,1,low_risk
man,50,Limi,never,3,164.582,60.911,38.244,94,284,6,17,1,0,1,0,1,1,low_risk
woman,125,BWS,never,3,144.635,46.802,31.171,86,956,6,28,1,1,0,1,0,1,low_risk
woman,125,cygnus,seldom,2,158.304,40.438,33.463,52,847,4,13,0,0,0,0,1,1,low_risk
woman,125,cygnus,sometimes,3,136.981,54.992,22.2,123,407,3,9,1,1,0,0,1,0,low_risk
woman,150,famous,sometimes,2,161.869,60.677,23.809,75,743,6,1,0,0,0,0,0,1,low_risk
man,125,POG,seldom,1,175.41,66.761,32.939,94,732,4,13,1,0,0,1,0,1,low_risk
woman,125,DRG,seldom,2,150.378,69.78,21.714,46,245,3,15,1,0,0,0,1,0,low_risk
man,125,Many,seldom,2,159.757,75.55,33.363,120,526,7,11,1,0,0,1,0,0,low_risk
man,150,famous,usually,2,182.686,64.935,38.463,89,458,6,25,1,1,0,0,0,0,low_risk
man,100,duke,always,2,179.799,64.404,30.23,105,684,10,8,1,0,0,0,0,1,low_risk
man,125,Fiddle,seldom,2,162.852,77.205,23.132,41,395,6,9,1,0,0,0,1,0,low_risk
man,150,GP,never,2,175.487,73.553,30.212,96,959,0,14,1,0,1,0,1,1,low_risk
woman,125,duke,sometimes,2,158.869,57.168,40.788,49,446,6,2,1,0,0,0,1,1,low_risk
man,125,DRG,always,3,173.076,69.649,27.774,71,786,9,20,1,1,0,1,1,0,low_risk
man,125,BWS,seldom,3,166.412,68.076,33.181,55,509,8,8,1,1,0,0,1,1,low_risk
woman,125,cygnus,sometimes,3,141.965,44.946,31.71,107,809,5,23,1,1,0,0,1,1,low_risk
woman,125,famous,sometimes,3,167.468,32.165,30.401,126,257,8,22,1,0,0,0,1,1,low_risk
woman,150,JET,never,3,155.528,64.926,22.283,126,187,6,1,0,0,1,0,0,0,low_risk
man,125,Cuxi,sometimes,2,178.892,72.003,52.143,66,44,2,4,1,1,0,1,0,1,low_risk
man,125,axis Z,sometimes,2,180.848,77.928,18.595,79,738,4,10,1,1,0,1,1,1,low_risk
man,125,cygnus,usually,2,168.035,71.083,32.233,76,917,5,24,1,0,0,1,0,1,low_risk
woman,125,duke,never,2,161.564,65.229,47.542,72,120,0,6,1,1,0,0,1,1,low_risk
man,125,FORCE,sometimes,2,175.934,70.516,37.483,74,420,5,3,1,1,0,0,0,1,low_risk
woman,125,famous,seldom,2,156.174,40.308,43.394,61,837,4,0,1,0,1,1,0,1,medium_risk
man,125,FORCE,seldom,3,170.659,74.047,39.906,90,424,3,22,1,0,0,0,0,1,low_risk
man,50,GP,seldom,2,168.028,73.191,36.248,91,327,2,25,1,0,0,1,0,0,low_risk
woman,125,Limi,seldom,2,162.181,39.333,38.362,86,438,8,12,1,1,1,0,0,0,low_risk
woman,150,Limi,never,2,171.205,40.946,30.533,127,779,8,6,1,0,0,1,1,1,low_risk
woman,150,JET,seldom,3,160.952,63.209,40.752,66,507,10,16,1,0,0,0,0,1,low_risk
man,150,Limi,usually,3,176.82,83.866,48.094,104,199,9,21,1,1,0,0,0,1,low_risk
woman,150,DRG,seldom,2,176.426,53.615,35.687,112,626,9,22,1,0,0,0,1,1,low_risk
man,125,Limi,always,2,171.55,70.529,28.224,94,326,10,27,1,0,0,0,1,0,low_risk
man,150,BWS,seldom,2,162.674,66.489,29.302,102,142,6,27,1,1,0,0,0,1,low_risk
man,125,GP,seldom,2,171.561,53.194,27.768,74,831,8,12,1,0,0,1,1,0,low_risk
woman,50,BWS,seldom,2,158.673,38.535,22.178,58,72,7,6,1,1,1,0,0,1,low_risk
man,125,Many,seldom,2,175.788,56.586,33.111,98,457,10,10,1,1,0,0,0,1,low_risk
woman,125,duke,seldom,3,166.441,36.175,24.125,107,496,7,17,1,1,0,0,1,1,low_risk
man,100,famous,seldom,2,171.493,57.084,21.398,120,657,8,11,1,0,0,0,1,1,low_risk
man,125,GP,seldom,2,173.898,81.793,31.923,55,179,1,21,1,0,0,0,1,1,low_risk
woman,125,duke,always,3,152.449,46.911,34.623,126,275,10,20,0,1,0,0,0,1,low_risk
man,150,GP,sometimes,3,168.704,76.606,30.955,60,104,4,25,1,0,0,0,0,1,low_risk
man,125,Many,sometimes,2,170.733,69.492,30.931,89,11,3,29,1,1,0,0,1,0,low_risk
man,125,DRG,seldom,3,177.642,62.881,42.527,59,350,8,4,1,0,0,0,1,1,low_risk
woman,150,POG,sometimes,2,154.451,46.629,31.593,121,25,7,6,1,0,0,0,0,1,low_risk
man,100,Swish,sometimes,2,185.223,64.941,23.092,41,984,1,10,1,0,0,1,1,0,low_risk
woman,125,Limi,seldom,3,161.794,57.707,21.971,62,795,8,9,1,0,0,1,1,1,low_risk
woman,150,Limi,seldom,3,147.447,30.864,34.918,70,804,3,8,1,1,0,1,1,1,low_risk
woman,125,POG,never,2,149.573,50.511,38.115,55,420,1,9,1,0,1,0,0,1,low_risk
woman,125,GP,always,2,169.841,52.893,34.077,55,908,3,9,1,0,0,0,0,0,low_risk
man,100,DRG,seldom,3,177.59,70.334,32.069,89,62,0,8,1,0,1,0,0,1,low_risk
man,125,JET,seldom,2,186.714,73.12,27.467,96,702,10,17,1,0,1,0,1,1,low_risk
man,100,Fiddle,seldom,2,169.339,79.604,37.626,93,853,9,24,1,0,1,0,0,1,low_risk
man,150,Swish,always,1,164.988,88.83,26.513,104,246,4,20,1,1,1,0,1,1,low_risk
woman,125,DRG,seldom,3,149.28,74.308,27.628,100,783,10,27,1,1,0,0,1,1,low_risk
man,125,GP,sometimes,2,166.453,62.172,49.526,74,137,8,15,1,1,0,0,0,1,low_risk
woman,125,FORCE,seldom,3,166.32,44.889,45.105,52,206,10,28,1,0,0,0,0,1,low_risk
man,125,cygnus,usually,2,164.124,75.939,33.357,98,972,8,12,1,1,1,0,1,1,low_risk
man,125,Many,sometimes,1,163.231,83.865,46.879,115,462,5,11,1,1,0,0,1,0,low_risk
man,125,axis Z,sometimes,2,176.085,72.403,37.0,98,223,5,29,1,1,0,0,0,0,low_risk
man,125,cygnus,never,1,167.863,73.186,56.627,102,906,1,26,1,0,0,0,1,1,low_risk
man,125,duke,sometimes,2,160.018,77.642,52.328,83,320,4,15,0,0,0,0,1,1,high_risk
woman,125,GP,seldom,2,150.718,43.39,18.976,130,594,5,8,1,0,0,0,0,1,low_risk
man,125,FORCE,seldom,3,177.36,85.815,21.246,41,309,10,16,1,0,0,0,0,1,low_risk
man,150,duke,usually,2,174.77,69.867,47.36,107,77,6,18,1,0,0,1,0,1,low_risk
woman,125,Swish,sometimes,2,163.223,52.583,32.618,76,705,8,17,1,1,1,1,1,1,low_risk
man,125,JET,sometimes,2,193.974,67.854,46.833,64,139,4,7,1,0,1,1,0,1,low_risk
man,150,Limi,seldom,3,183.361,60.497,41.138,46,673,8,22,1,0,0,0,1,1,low_risk
man,125,GP,seldom,2,168.137,75.554,21.18,61,718,4,18,1,0,0,0,1,1,low_risk
woman,150,JET,usually,2,167.67,47.738,42.12,49,165,2,7,1,1,0,1,1,0,low_risk
man,125,DRG,seldom,3,183.429,76.744,23.602,123,3,6,12,1,0,1,0,1,0,low_risk
man,150,DRG,seldom,3,184.147,63.88,32.205,70,291,6,9,1,0,0,0,0,1,low_risk
man,150,axis Z,seldom,2,172.226,83.115,31.076,68,948,8,8,1,1,0,1,1,1,low_risk
man,150,BWS,seldom,1,179.851,58.837,26.457,105,341,6,0,1,0,0,1,0,1,low_risk
man,125,Limi,usually,2,168.847,71.228,43.33,62,238,8,22,1,1,1,1,0,1,low_risk
man,125,duke,usually,2,186.765,88.085,19.807,49,132,7,26,1,0,0,0,1,1,low_risk
woman,125,GP,usually,3,162.805,36.526,31.574,91,530,6,2,1,0,0,0,1,1,low_risk
woman,125,Limi,always,2,159.431,50.785,50.283,50,933,2,5,1,1,0,0,1,1,medium_risk
man,125,cygnus,seldom,2,169.732,64.735,35.404,123,316,2,27,1,1,0,1,1,1,low_risk
man,125,GP,always,2,163.453,79.488,34.729,61,604,10,16,1,1,0,1,1,1,low_risk
man,150,BWS,seldom,3,168.408,75.301,29.952,91,916,5,23,1,0,0,1,1,1,low_risk
man,125,Fiddle,always,2,181.077,64.903,31.891,45,48,6,26,1,1,1,0,0,0,low_risk
man,125,DRG,seldom,3,184.449,85.628,28.218,72,964,9,18,1,1,0,0,1,0,low_risk
man,100,axis Z,never,3,181.207,65.87,32.898,90,258,8,7,1,0,0,0,0,1,low_risk
woman,100,POG,sometimes,2,167.891,61.599,29.58,94,604,0,6,1,0,0,0,0,1,medium_risk
man,125,Limi,seldom,3,186.595,65.44,42.338,115,959,4,4,1,1,0,1,0,0,low_risk
woman,150,Limi,sometimes,2,162.267,38.857,24.209,78,526,6,4,1,0,0,0,0,1,low_risk
man,50,JET,always,2,184.894,89.8,44.182,50,155,2,8,1,0,0,1,0,1,low_risk
man,125,JET,always,3,165.432,88.031,43.075,98,412,0,2,1,0,0,1,0,0,low_risk
woman,100,JET,seldom,2,166.598,65.718,19.624,50,249,8,0,1,0,0,1,1,1,low_risk
man,100,BWS,seldom,2,179.929,79.148,19.481,74,64,4,4,0,0,0,0,1,0,low_risk
woman,125,famous,sometimes,3,149.448,37.608,18.503,126,384,2,4,1,0,1,0,0,1,low_risk
man,125,cygnus,sometimes,2,181.006,64.829,46.681,71,905,10,5,1,0,0,0,0,1,low_risk
man,125,Cuxi,sometimes,3,170.695,77.623,59.226,108,295,2,29,1,1,0,0,0,1,low_risk
man,125,Cuxi,sometimes,3,177.429,58.715,26.067,77,487,1,15,0,1,0,1,0,1,low_risk
woman,150,JET,seldom,3,154.762,44.096,21.857,102,672,4,25,1,1,1,0,1,0,low_risk
woman,150,Fiddle,usually,1,149.664,54.847,48.1,98,800,5,12,1,0,1,1,1,0,low_risk
man,125,Fiddle,never,2,175.017,59.709,44.028,99,399,8,4,1,0,1,0,0,1,low_risk
woman,150,Many,seldom,3,150.073,55.23,47.915,111,379,5,2,1,0,0,0,0,0,low_risk
woman,100,GP,never,3,148.576,65.784,33.397,68,99,7,13,1,0,0,0,0,1,low_risk
woman,150,GP,sometimes,1,148.351,62.539,27.786,130,211,0,20,1,0,1,0,1,0,low_risk
woman,100,duke,seldom,2,149.187,65.878,27.097,117,849,0,26,1,0,0,0,0,1,medium_risk
man,125,duke,always,2,179.113,59.273,18.171,125,105,10,23,0,0,0,1,1,0,low_risk
man,125,Cuxi,always,2,174.932,67.662,25.968,75,440,5,21,1,0,1,0,0,1,low_risk
woman,125,Many,sometimes,2,179.797,62.333,22.13,45,177,6,16,1,1,0,0,0,1,low_risk
man,125,Swish,sometimes,3,172.771,73.241,31.686,65,958,5,4,1,1,0,1,1,0,low_risk
man,150,cygnus,seldom,3,164.184,88.823,25.833,93,210,3,15,1,0,0,1,0,1,low_risk
man,125,BWS,sometimes,2,175.016,59.311,24.031,68,159,4,7,1,0,0,1,0,1,low_risk
woman,125,Many,usually,2,133.456,35.396,40.151,82,213,2,10,1,1,0,0,0,1,low_risk
woman,125,GP,seldom,1,166.206,40.706,36.815,60,47,9,19,1,0,0,0,0,1,low_risk
woman,125,FORCE,seldom,2,155.961,59.773,28.57,102,530,1,14,1,0,0,0,1,1,low_risk
woman,125,axis Z,never,2,167.969,74.048,41.934,127,749,1,23,1,0,1,1,1,1,medium_risk
man,100,cygnus,seldom,2,156.743,81.387,32.683,55,492,0,27,1,0,0,0,1,1,low_risk
man,125,FORCE,seldom,2,171.046,82.543,32.48,99,765,0,2,1,1,0,0,1,1,medium_risk
man,150,DRG,usually,3,165.409,65.743,41.249,102,716,7,16,1,1,0,0,0,1,low_risk
woman,150,Limi,usually,2,153.92,59.055,32.762,72,634,9,17,1,0,0,0,1,1,low_risk
man,150,BWS,seldom,3,174.493,73.964,31.47,65,506,5,9,1,0,0,0,1,1,low_risk
man,125,JET,seldom,2,169.078,67.448,30.408,127,139,9,2,1,1,0,0,1,1,low_risk
man,125,famous,usually,1,166.345,85.908,22.072,60,882,7,28,1,0,0,0,1,1,low_risk
woman,125,Limi,seldom,2,155.464,42.356,35.793,67,599,4,18,1,0,0,0,1,1,low_risk
man,50,Limi,seldom,2,159.317,84.857,27.17,87,386,7,4,1,0,0,0,1,1,low_risk
man,125,famous,seldom,1,167.714,80.596,40.053,89,74,7,12,1,0,0,0,0,1,low_risk
man,125,Limi,sometimes,3,160.411,77.212,27.326,79,506,7,29,1,1,1,0,0,1,low_risk
woman,125,Swish,usually,3,150.582,57.155,35.406,109,167,9,2,1,0,0,0,0,1,low_risk
man,100,duke,sometimes,3,174.136,75.901,25.952,114,724,9,15,1,0,0,0,1,1,low_risk
man,100,BWS,usually,2,173.445,77.214,39.605,105,598,7,6,1,1,0,0,1,1,low_risk
woman,125,cygnus,sometimes,1,159.849,47.848,22.885,110,823,1,3,1,0,0,1,1,0,low_risk
man,150,cygnus,seldom,2,177.123,77.94,21.281,48,317,9,3,0,0,0,1,1,1,low_risk
woman,125,JET,usually,3,160.158,67.762,23.149,74,640,9,26,1,0,1,0,1,1,low_risk
woman,125,POG,sometimes,2,157.483,51.908,24.04,74,627,9,8,1,0,1,0,0,0,low_risk
woman,50,BWS,never,2,166.999,49.731,21.667,93,956,3,3,1,0,0,0,1,1,low_risk
man,125,DRG,seldom,2,179.647,78.61,22.702,118,191,2,22,0,0,1,1,0,1,low_risk
man,50,GP,seldom,2,175.451,66.165,27.023,62,525,8,18,1,1,1,0,0,1,low_risk
woman,150,BWS,always,2,166.279,64.665,23.963,117,425,4,2,1,1,0,0,1,1,low_risk
woman,50,GP,sometimes,2,150.425,56.689,58.588,101,432,8,8,1,1,1,0,1,1,low_risk
man,125,GP,sometimes,2,174.952,78.554,25.698,76,209,4,14,1,1,0,0,0,1,low_risk
woman,125,FORCE,seldom,2,157.548,52.607,32.905,59,657,1,4,1,0,0,0,1,0,low_risk
man,125,Limi,usually,2,160.513,83.964,31.879,70,914,0,22,1,0,1,1,1,1,medium_risk
man,150,FORCE,seldom,3,176.517,89.265,23.164,77,312,6,9,1,0,0,0,0,1,low_risk
woman,50,POG,seldom,1,147.751,74.894,25.413,103,484,1,26,1,1,0,0,1,0,low_risk
woman,125,Limi,always,2,161.642,51.713,24.582,91,542,0,12,1,1,1,0,0,1,low_risk
woman,125,JET,seldom,3,141.472,39.613,28.938,82,508,1,25,0,0,0,0,0,1,low_risk
woman,50,Cuxi,seldom,1,178.718,58.598,28.479,115,989,4,13,1,1,1,0,0,1,low_risk
man,125,JET,never,1,174.463,56.552,41.762,43,564,2,0,1,0,0,1,1,1,low_risk
woman,125,GP,seldom,2,153.045,57.687,40.382,43,40,0,20,1,1,1,0,1,1,low_risk
woman,125,duke,seldom,3,157.723,49.861,23.758,107,318,8,27,0,0,0,1,0,0,low_risk
man,125,DRG,seldom,2,176.742,80.901,45.136,77,821,6,8,1,0,0,0,1,1,low_risk
man,125,Swish,sometimes,3,161.94,75.393,22.125,97,628,7,9,1,0,0,0,1,1,low_risk
man,150,duke,seldom,3,167.822,54.637,49.735,59,36,0,29,1,1,0,0,1,1,low_risk
woman,125,GP,usually,2,161.824,47.157,32.06,46,387,3,9,1,0,0,0,0,0,low_risk
man,150,POG,usually,2,168.145,81.342,21.283,63,452,10,20,1,1,1,1,0,1,low_risk
woman,50,Swish,usually,2,148.064,51.064,20.813,65,733,2,27,1,0,0,1,1,1,low_risk
man,125,Many,usually,1,177.679,69.093,21.594,128,299,4,8,0,1,0,0,1,1,low_risk
man,125,FORCE,sometimes,3,191.382,75.419,18.327,88,70,9,13,1,1,0,0,0,1,low_risk
man,125,BWS,seldom,1,157.404,69.545,28.404,104,34,10,29,1,0,0,1,1,0,low_risk
man,125,Fiddle,usually,2,163.349,88.803,34.195,60,539,8,17,1,1,0,0,0,0,low_risk
man,125,DRG,never,2,184.287,82.21,31.289,85,596,1,14,1,1,0,0,0,1,low_risk
woman,150,Fiddle,seldom,2,158.049,59.529,24.863,68,800,8,24,1,1,1,0,0,1,low_risk
man,125,cygnus,never,3,177.343,70.827,35.379,112,300,8,23,1,0,0,1,0,1,low_risk
woman,125,Many,seldom,2,162.177,42.161,40.9,41,666,4,7,1,0,0,1,0,1,low_risk
man,100,JET,usually,2,174.217,67.588,22.029,117,479,5,13,1,0,0,1,1,0,low_risk
man,100,POG,always,3,166.766,76.299,26.089,120,704,1,27,1,0,0,1,1,0,low_risk
man,125,duke,seldom,3,178.763,67.747,60.236,102,741,7,7,1,1,0,0,0,1,low_risk
man,150,Limi,sometimes,2,179.036,75.177,20.193,86,702,1,22,1,0,0,0,0,1,low_risk
man,125,Fiddle,never,3,164.9,66.19,21.161,103,138,6,1,1,1,0,0,1,1,low_risk
woman,125,axis Z,never,1,150.198,54.861,27.676,120,384,4,18,1,1,0,0,0,1,high_risk
man,100,Fiddle,seldom,1,169.001,81.287,36.971,76,486,8,23,1,0,0,0,1,1,low_risk
man,125,Limi,always,2,151.203,56.242,27.288,124,825,4,27,1,0,0,0,1,1,low_risk
woman,125,Limi,always,2,152.196,39.588,34.598,130,141,10,19,1,0,0,0,1,1,low_risk
man,150,Limi,usually,2,170.927,81.818,48.901,50,297,8,8,1,1,1,0,0,1,low_risk
man,125,Swish,always,2,164.126,67.903,26.138,78,590,2,4,0,0,0,0,0,1,low_risk
woman,100,cygnus,seldom,2,160.742,58.975,40.13,73,693,0,25,1,1,0,0,1,1,medium_risk
woman,125,duke,sometimes,2,158.765,57.273,19.074,112,490,1,1,1,1,0,0,1,1,low_risk
man,125,POG,seldom,2,175.925,64.026,57.81,115,637,5,29,1,0,0,0,1,1,low_risk
man,50,JET,never,3,179.706,59.77,20.672,65,324,10,4,1,0,0,0,0,1,low_risk
woman,125,Limi,seldom,1,163.601,33.265,23.166,94,148,2,11,1,0,0,0,0,1,low_risk
woman,125,axis Z,seldom,2,162.405,61.814,38.648,72,223,8,27,0,0,0,1,0,1,low_risk
woman,125,Many,sometimes,3,164.994,38.822,20.024,41,757,9,28,1,0,0,1,1,1,low_risk
man,50,Limi,always,3,180.086,46.154,24.926,46,546,3,18,1,0,0,0,1,1,low_risk
man,125,Limi,sometimes,2,180.98,79.555,34.504,42,475,8,14,1,0,0,0,0,1,low_risk
man,125,GP,usually,3,163.753,77.873,45.491,91,835,1,3,1,0,0,0,1,1,low_risk
man,125,Swish,never,2,166.888,73.89,36.165,130,182,1,19,0,0,0,0,1,1,low_risk
man,125,JET,usually,2,164.807,65.291,20.883,78,826,1,22,1,0,1,0,1,1,medium_risk
woman,100,famous,sometimes,2,159.35,58.253,24.559,54,398,1,4,1,1,1,0,1,1,low_risk
man,125,DRG,sometimes,2,181.971,75.169,28.73,40,562,4,14,1,0,0,0,0,1,low_risk
man,125,Cuxi,seldom,2,162.419,71.446,28.556,117,515,8,19,1,0,0,0,0,1,low_risk
man,125,POG,usually,2,171.903,75.234,35.943,71,790,3,2,1,1,0,0,1,1,low_risk
woman,125,Cuxi,always,2,146.399,56.999,38.524,58,135,1,12,1,0,0,0,1,1,low_risk
woman,125,POG,always,2,157.091,59.687,27.585,70,799,1,22,1,0,0,0,0,1,medium_risk
woman,125,FORCE,never,2,175.116,28.455,29.499,80,970,8,18,1,0,0,0,1,1,low_risk
woman,125,duke,usually,3,154.733,48.734,32.177,75,196,1,17,1,0,0,0,0,1,low_risk
man,150,Fiddle,seldom,2,167.143,76.399,63.136,79,348,10,18,1,0,0,0,0,1,low_risk
man,125,POG,usually,2,173.346,68.698,40.596,74,2,5,10,1,1,0,1,0,1,low_risk
woman,125,Swish,seldom,1,164.963,64.092,30.801,118,61,1,22,1,1,1,0,0,1,high_risk
man,125,FORCE,usually,1,177.193,45.237,53.417,123,292,4,18,1,0,0,0,0,0,low_risk
woman,150,Fiddle,usually,1,154.17,61.625,42.542,85,607,10,4,1,1,0,0,0,1,low_risk
man,125,Fiddle,never,2,169.902,58.511,46.795,74,431,5,1,1,0,0,1,1,0,low_risk
man,150,JET,seldom,3,178.485,51.066,22.525,100,50,2,20,1,1,0,1,0,1,low_risk
man,150,axis Z,sometimes,3,167.208,70.1,46.328,91,650,7,4,1,1,0,1,1,1,low_risk
woman,125,POG,seldom,2,149.432,65.165,24.187,81,464,1,1,1,0,0,1,0,1,low_risk
man,125,duke,seldom,2,172.405,80.188,39.393,41,432,9,23,1,0,0,0,0,1,low_risk
woman,125,POG,seldom,3,155.279,33.969,38.554,106,340,4,24,1,0,1,1,0,1,low_risk
woman,125,Cuxi,sometimes,3,154.07,36.833,26.744,128,671,7,15,1,0,0,0,1,1,low_risk
man,100,Limi,seldom,2,170.595,86.202,34.922,122,885,9,3,1,1,0,0,1,1,low_risk
man,125,Cuxi,sometimes,3,161.519,81.978,40.896,92,816,3,2,1,1,0,0,0,1,low_risk
man,125,axis Z,sometimes,2,182.384,82.475,46.841,123,157,6,0,1,0,0,0,0,1,medium_risk
woman,125,DRG,seldom,2,167.518,25.364,32.834,123,691,0,1,1,1,0,1,0,1,medium_risk
man,150,Many,never,2,189.177,64.934,40.264,75,312,1,29,1,0,0,0,1,1,low_risk
man,150,Fiddle,always,2,168.512,50.858,41.262,45,150,10,13,1,0,0,0,1,1,low_risk
man,50,famous,usually,2,161.718,74.962,47.973,79,560,7,27,1,0,0,0,1,1,low_risk
man,125,POG,seldom,2,167.166,61.099,22.968,91,58,5,21,1,0,0,1,0,1,low_risk
