gender,exhaust_volume,motorcycle_style,passenger_on_backseat,helmet,height,weight,age,purchase_price,monthly_mileage,traffic_ticket_count,speeding_habbit,has_license,has_modifications,is_noisy_engine,is_mountain_ride,has_regular_maintenance,commute_with_motorcycle,class
woman,50,FORCE,sometimes,2,157.543,52.003,34.298,91,307,8,17,0,0,0,1,1,1,low_risk
woman,125,Many,always,3,154.107,46.497,23.635,76,625,7,22,1,1,0,0,1,1,low_risk
man,150,BWS,never,2,173.036,62.631,24.373,65,954,3,25,0,0,1,0,0,1,low_risk
woman,125,FORCE,always,1,162.097,54.465,24.394,46,231,4,24,1,0,0,1,0,0,low_risk
woman,50,GP,never,2,156.903,50.837,35.534,77,461,5,12,0,0,0,1,0,0,low_risk
man,125,famous,usually,3,163.329,67.667,43.563,94,252,0,9,1,0,0,0,0,0,low_risk
man,100,axis Z,seldom,3,169.11,93.043,27.361,59,532,10,6,1,0,1,0,0,1,low_risk
woman,125,duke,sometimes,2,160.235,58.482,35.116,108,148,0,7,1,0,0,0,1,1,low_risk
man,125,Cuxi,sometimes,3,174.792,66.786,31.46,69,136,3,11,1,1,0,0,1,1,low_risk
man,150,cygnus,seldom,2,168.715,73.116,27.836,78,621,3,20,1,1,0,1,1,1,low_risk
woman,125,cygnus,never,3,145.9,72.852,22.406,66,491,7,13,1,0,0,0,0,1,low_risk
man,150,duke,sometimes,2,177.487,84.319,40.586,53,771,0,0,1,0,1,1,1,1,low_risk
woman,100,BWS,seldom,3,156.404,53.704,35.388,86,29,8,20,1,1,0,0,1,1,low_risk
woman,125,axis Z,always,2,142.461,57.481,18.168,121,186,7,16,1,0,0,0,0,1,low_risk
man,125,BWS,sometimes,2,165.212,69.11,42.841,102,82,1,29,1,1,0,0,0,1,low_risk
woman,150,BWS,usually,3,148.986,58.339,22.492,119,217,1,9,1,1,0,0,0,1,low_risk
woman,50,duke,seldom,3,154.034,73.255,37.48,54,934,5,1,1,1,0,0,0,1,low_risk
man,125,GP,seldom,2,166.384,69.674,44.286,73,137,3,8,1,0,1,1,0,1,low_risk
man,125,FORCE,sometimes,2,179.233,61.012,24.425,74,617,1,22,1,0,0,1,1,0,low_risk
man,150,Swish,sometimes,1,165.956,67.319,18.706,127,245,2,13,1,1,0,1,1,1,low_risk
woman,150,duke,usually,3,145.216,58.802,36.05,117,674,3,29,1,1,0,0,1,1,low_risk
man,125,Many,sometimes,2,192.068,65.806,34.295,103,586,3,18,1,0,0,1,1,1,low_risk
woman,150,Fiddle,usually,3,140.837,22.596,30.934,91,617,1,14,1,0,1,0,1,1,low_risk
woman,100,cygnus,usually,3,158.409,48.895,37.747,119,198,6,1,1,0,0,0,1,1,low_risk
man,150,FORCE,sometimes,2,175.577,53.063,25.558,59,594,8,14,1,0,0,0,0,1,low_risk
woman,125,JET,sometimes,2,143.405,49.807,18.864,88,339,10,25,0,0,1,0,1,1,low_risk
woman,125,POG,seldom,2,174.128,77.16,30.123,76,477,1,8,1,1,0,0,0,0,low_risk
man,150,cygnus,seldom,2,165.762,79.814,33.577,117,351,1,9,0,1,0,0,0,1,low_risk
man,100,POG,seldom,3,182.452,76.789,19.007,106,323,3,8,0,0,1,1,1,1,low_risk
man,125,Many,sometimes,3,164.491,63.408,18.022,111,812,5,3,1,0,0,0,1,1,low_risk
woman,125,JET,sometimes,3,173.342,40.377,41.411,77,302,10,21,1,1,0,0,0,1,low_risk
woman,50,famous,always,3,142.779,57.288,31.136,127,128,2,1,1,0,0,0,1,1,low_risk
woman,50,Cuxi,usually,2,149.148,45.09,23.891,77,640,9,9,1,0,0,0,0,1,low_risk
man,125,Limi,sometimes,2,173.572,80.031,25.442,110,673,10,23,1,0,0,0,0,1,low_risk
woman,125,Swish,sometimes,3,159.918,50.763,22.548,116,199,7,25,1,0,1,1,0,1,low_risk
woman,100,Cuxi,seldom,1,149.118,37.233,42.441,116,197,3,7,1,0,0,0,1,1,low_risk
woman,125,Cuxi,seldom,2,146.425,56.55,18.872,117,361,10,2,1,0,0,1,1,1,low_risk
woman,50,axis Z,sometimes,3,140.218,31.958,23.131,78,478,6,4,1,0,0,1,1,1,low_risk
woman,125,GP,sometimes,1,151.999,70.218,53.918,109,777,8,18,0,0,0,0,0,0,high_risk
man,125,duke,sometimes,2,166.913,73.813,45.332,128,788,0,22,1,0,0,0,0,1,medium_risk
woman,150,Many,sometimes,2,159.765,48.871,37.073,86,104,4,10,1,0,1,0,1,0,low_risk
woman,150,DRG,seldom,2,156.696,62.821,44.842,44,925,4,27,1,0,1,1,0,1,low_risk
woman,125,Limi,seldom,3,155.299,44.845,32.974,108,485,4,25,1,0,0,1,0,1,low_risk
woman,50,Many,sometimes,2,154.498,60.654,25.711,69,474,2,25,1,0,0,0,1,1,low_risk
man,125,BWS,sometimes,1,169.647,65.667,34.031,68,433,6,18,1,1,0,0,1,0,high_risk
man,125,JET,sometimes,3,170.049,71.588,27.217,114,140,2,8,1,0,0,0,0,1,low_risk
man,150,duke,seldom,2,183.14,69.382,22.177,127,395,1,13,1,0,0,0,1,1,low_risk
woman,125,JET,seldom,2,170.524,56.496,26.518,82,894,8,6,1,0,0,1,0,1,low_risk
woman,125,Fiddle,seldom,1,162.258,55.546,31.914,76,693,1,15,1,1,0,1,0,1,low_risk
man,50,Cuxi,seldom,2,174.54,76.181,36.946,104,715,2,23,1,0,0,0,0,0,low_risk
man,150,cygnus,never,2,173.37,57.603,23.696,51,626,0,3,1,0,0,0,0,1,low_risk
man,125,cygnus,seldom,2,169.106,81.14,45.457,94,979,0,7,1,0,0,1,1,1,medium_risk
woman,125,GP,sometimes,2,162.701,54.69,29.544,75,879,4,28,1,0,0,1,0,1,low_risk
woman,50,Limi,seldom,3,158.225,35.564,20.759,55,884,8,5,1,1,0,0,1,1,low_risk
man,150,Swish,seldom,1,171.036,73.161,56.729,121,762,10,26,1,0,0,0,1,0,low_risk
woman,50,JET,usually,3,150.21,65.002,29.662,65,993,6,13,1,0,0,1,0,1,low_risk
woman,125,POG,always,3,157.53,58.981,49.027,109,138,5,0,1,1,1,0,0,1,medium_risk
woman,125,Swish,seldom,2,164.936,42.425,26.896,48,87,6,29,1,1,0,0,1,1,low_risk
man,125,Many,seldom,2,158.391,79.83,21.867,102,348,0,6,1,0,1,1,1,1,low_risk
man,50,Cuxi,seldom,2,167.133,64.287,33.713,47,208,2,7,1,1,0,0,0,1,low_risk
woman,125,Fiddle,usually,3,151.545,51.107,24.806,47,216,0,5,1,0,0,0,0,1,low_risk
woman,150,JET,never,2,156.045,64.122,33.98,115,23,10,6,1,0,0,0,1,1,low_risk
woman,150,Limi,always,3,143.8,50.709,32.663,75,376,3,11,1,0,0,0,0,0,low_risk
man,50,BWS,seldom,2,172.566,69.602,38.423,112,572,3,26,0,1,0,0,1,0,low_risk
woman,125,GP,seldom,2,166.189,53.201,53.014,61,710,5,9,0,0,0,1,1,1,high_risk
man,125,BWS,sometimes,2,169.931,52.942,28.923,66,547,10,12,1,1,1,0,0,1,low_risk
woman,125,POG,seldom,3,154.773,26.238,48.359,52,698,9,24,1,0,0,0,1,1,low_risk
woman,50,Cuxi,sometimes,2,158.014,35.771,29.88,110,375,2,12,1,0,0,0,0,1,low_risk
man,150,cygnus,seldom,1,154.966,65.769,20.346,45,690,8,11,1,0,0,0,1,1,low_risk
woman,125,Many,always,2,159.851,32.564,37.348,107,721,3,29,1,0,0,0,1,1,low_risk
man,150,JET,usually,2,170.778,63.471,30.114,125,918,8,2,1,1,1,1,1,1,low_risk
man,125,JET,sometimes,2,182.578,74.995,29.935,62,769,7,13,1,0,0,0,0,0,low_risk
man,125,BWS,usually,2,169.21,71.419,26.957,57,940,5,19,1,0,0,1,1,1,low_risk
woman,150,cygnus,seldom,2,139.847,61.199,25.651,109,59,5,14,1,1,1,0,0,0,low_risk
woman,125,cygnus,usually,2,170.792,48.127,19.469,74,316,8,26,1,0,1,0,0,1,low_risk
man,150,famous,sometimes,2,175.504,64.088,26.226,58,657,1,19,1,0,0,0,1,1,low_risk
woman,125,POG,seldom,3,155.698,47.636,31.571,100,138,7,10,1,0,1,0,0,1,low_risk
woman,125,Fiddle,sometimes,2,169.391,49.8,46.771,90,121,9,14,1,0,0,0,1,1,low_risk
man,125,Fiddle,usually,2,166.474,89.474,47.595,88,865,10,13,1,0,0,0,1,1,low_risk
woman,125,FORCE,always,3,164.303,38.611,29.829,122,337,10,16,1,0,0,0,0,1,low_risk
woman,125,DRG,usually,3,136.653,37.017,21.66,60,757,10,1,1,0,1,1,1,1,low_risk
man,50,DRG,sometimes,3,174.262,50.42,24.66,61,803,4,29,0,0,0,0,1,0,low_risk
man,125,cygnus,seldom,2,174.443,80.833,20.597,80,100,10,9,1,0,0,0,1,1,low_risk
woman,125,Many,seldom,3,158.817,52.184,38.866,124,787,0,27,1,0,0,0,1,1,low_risk
man,125,Fiddle,sometimes,1,170.909,66.907,23.264,63,523,9,23,1,0,0,0,0,0,low_risk
woman,50,duke,seldom,2,156.091,47.041,61.737,117,972,10,8,1,0,0,1,0,1,low_risk
man,150,axis Z,never,3,177.567,69.479,35.608,94,557,0,19,1,0,0,1,0,1,low_risk
man,125,Swish,seldom,2,168.13,59.511,33.584,51,306,9,2,1,0,0,0,1,1,low_risk
woman,125,Many,seldom,2,160.427,42.916,29.979,115,405,2,26,1,0,0,0,1,1,low_risk
man,150,axis Z,sometimes,2,176.963,62.757,20.362,119,363,10,2,1,0,0,0,0,0,low_risk
man,50,GP,always,2,169.999,66.305,19.161,130,504,6,5,1,1,0,0,0,1,low_risk
woman,125,Limi,usually,2,164.424,56.394,27.92,79,163,6,7,1,0,0,0,1,0,low_risk
man,125,Many,seldom,2,169.083,74.533,36.285,65,533,8,14,1,0,0,0,0,1,low_risk
man,150,GP,always,3,163.648,62.844,37.696,75,410,2,4,1,0,0,0,1,1,low_risk
man,125,Fiddle,sometimes,2,153.109,51.876,58.539,99,522,8,9,1,0,0,0,0,1,low_risk
man,125,Limi,usually,2,180.367,75.399,35.771,86,75,9,1,1,0,1,0,1,0,low_risk
man,125,Fiddle,seldom,2,174.363,86.721,39.097,84,762,8,21,1,1,0,0,1,1,low_risk
man,150,cygnus,never,1,161.772,91.644,22.396,61,823,1,2,1,0,1,1,1,1,low_risk
woman,125,Fiddle,seldom,2,156.527,58.55,33.893,116,607,3,0,1,0,0,1,1,0,low_risk
man,125,axis Z,seldom,3,156.455,58.193,38.416,113,833,9,14,1,1,0,0,1,0,low_risk
man,100,JET,sometimes,3,176.353,70.256,20.15,42,202,3,20,1,0,0,0,1,1,low_risk
woman,50,FORCE,seldom,2,157.053,54.263,26.167,82,34,1,4,1,0,0,0,1,1,low_risk
man,125,DRG,sometimes,2,178.98,66.718,36.295,128,351,10,12,1,0,0,1,1,1,low_risk
man,150,GP,sometimes,3,164.387,65.124,54.402,47,309,8,9,1,1,0,0,1,1,low_risk
man,125,Cuxi,never,2,167.952,60.311,35.649,115,485,8,1,1,1,0,1,0,0,low_risk
woman,125,POG,seldom,2,161.703,43.592,23.972,85,556,8,0,1,0,0,0,1,1,low_risk
man,125,axis Z,sometimes,2,173.411,92.841,29.358,60,933,4,8,1,0,0,0,0,1,low_risk
woman,125,cygnus,sometimes,3,162.562,45.599,32.75,97,522,9,20,1,1,1,1,1,1,low_risk
woman,125,FORCE,sometimes,2,150.97,44.114,45.018,76,980,10,25,1,0,0,1,0,1,low_risk
man,150,famous,sometimes,3,171.348,60.268,20.703,83,768,2,3,1,0,1,1,0,0,low_risk
woman,125,Fiddle,usually,3,154.373,53.665,19.945,61,412,1,27,1,0,0,0,0,1,low_risk
woman,125,BWS,sometimes,2,156.431,64.036,31.442,63,127,3,25,1,0,1,0,1,1,low_risk
man,125,Many,sometimes,2,187.816,55.553,29.595,91,820,5,2,1,1,1,0,1,1,low_risk
man,125,POG,never,3,177.546,81.849,29.031,49,632,9,11,1,0,1,1,1,1,low_risk
woman,150,axis Z,sometimes,3,152.171,37.077,22.021,64,830,8,6,1,0,1,0,0,1,low_risk
man,125,Swish,seldom,2,164.201,76.831,45.67,128,269,7,3,1,0,0,0,1,1,low_risk
woman,125,axis Z,sometimes,2,162.397,61.826,45.986,84,834,5,11,1,0,0,0,1,1,low_risk
woman,125,FORCE,seldom,3,157.256,43.777,36.761,42,721,8,25,1,0,1,0,1,0,low_risk
man,125,FORCE,seldom,1,174.328,63.129,38.112,105,534,0,24,1,0,0,0,1,1,low_risk
man,125,duke,seldom,3,161.214,81.772,36.598,76,433,4,16,1,1,0,0,0,1,low_risk
man,125,POG,usually,2,171.643,76.84,47.736,113,741,10,9,1,1,0,0,1,1,low_risk
man,125,GP,always,1,172.865,61.173,27.259,40,853,10,12,1,0,0,0,1,1,low_risk
man,125,Limi,sometimes,2,185.377,72.771,19.132,72,694,6,18,1,0,0,1,1,1,low_risk
man,125,POG,seldom,3,171.055,64.92,28.993,72,195,10,11,1,1,0,0,1,1,low_risk
man,125,cygnus,sometimes,2,178.573,71.257,28.345,104,343,6,15,1,0,1,0,0,1,low_risk
woman,100,Limi,never,2,138.698,48.158,32.682,81,771,6,8,1,0,0,0,0,1,low_risk
man,125,axis Z,usually,2,168.122,78.253,48.061,58,924,6,13,0,0,0,0,1,0,low_risk
man,50,axis Z,usually,1,181.476,76.473,33.92,122,692,0,9,1,1,0,0,1,1,low_risk
man,150,FORCE,seldom,3,173.15,78.222,24.293,103,775,2,13,1,0,1,1,0,1,low_risk
man,125,cygnus,sometimes,1,176.269,65.704,29.454,128,202,4,29,1,0,0,0,1,1,low_risk
woman,125,axis Z,seldom,3,164.002,59.372,21.031,53,503,0,7,1,0,0,0,0,1,low_risk
man,125,Fiddle,sometimes,2,157.591,67.241,29.653,126,467,5,27,1,1,0,0,0,1,low_risk
woman,50,Swish,sometimes,2,160.702,46.233,25.71,81,80,8,2,1,0,0,0,1,1,low_risk
woman,50,cygnus,never,2,143.924,33.641,30.258,107,162,10,6,1,0,0,0,1,1,low_risk
man,50,duke,never,2,166.341,62.686,18.755,116,808,10,2,1,0,0,0,0,1,low_risk
man,125,famous,never,2,189.622,85.156,29.378,51,363,10,29,1,0,0,1,1,0,low_risk
man,125,famous,sometimes,3,171.216,71.054,31.067,45,571,0,0,1,1,1,1,1,1,low_risk
woman,125,duke,usually,3,174.006,41.817,52.276,117,555,7,0,1,1,0,1,0,1,medium_risk
man,125,Cuxi,usually,2,175.077,77.057,29.081,61,989,6,1,1,1,0,0,1,1,low_risk
man,125,Limi,usually,2,173.942,82.547,18.908,86,313,3,28,1,0,1,0,0,1,low_risk
man,125,BWS,sometimes,1,172.609,63.367,39.879,109,171,1,22,1,1,0,0,1,1,low_risk
man,125,famous,seldom,1,181.874,57.032,21.968,92,354,2,15,1,0,0,0,1,1,low_risk
man,125,famous,sometimes,2,159.152,62.366,23.742,66,675,4,1,1,1,0,0,0,1,low_risk
man,150,cygnus,seldom,2,172.927,87.401,42.421,63,778,6,2,1,1,0,0,0,1,low_risk
woman,50,Cuxi,sometimes,3,159.957,56.677,46.819,43,470,1,11,1,0,0,1,1,1,low_risk
man,125,Swish,seldom,3,169.05,70.31,61.333,116,344,0,0,1,0,1,0,1,1,low_risk
woman,150,POG,usually,3,152.818,61.99,40.793,64,706,2,6,1,0,0,0,1,1,low_risk
woman,125,POG,usually,3,169.482,55.216,18.063,50,531,7,5,1,0,0,0,1,0,low_risk
man,125,Fiddle,seldom,3,179.158,66.174,37.565,69,128,9,22,1,0,1,0,1,1,low_risk
man,150,Limi,seldom,3,170.73,59.649,21.272,118,340,5,28,1,0,0,0,0,1,low_risk
man,125,BWS,seldom,2,182.673,69.335,25.403,122,296,8,7,1,0,0,1,0,1,low_risk
man,150,axis Z,sometimes,2,165.991,68.815,30.341,108,467,10,28,1,0,0,0,0,1,low_risk
man,50,famous,seldom,2,174.548,57.031,24.284,62,377,0,14,1,1,0,1,0,1,low_risk
woman,125,duke,usually,2,164.999,38.248,51.254,57,349,7,0,1,0,1,0,1,0,low_risk
woman,125,GP,sometimes,3,161.292,23.628,30.747,64,858,2,15,1,0,0,0,1,1,low_risk
woman,125,cygnus,usually,1,162.958,60.552,35.371,57,911,8,16,1,0,1,1,0,1,low_risk
woman,125,famous,seldom,1,166.697,37.673,27.057,129,737,5,21,1,0,1,0,1,1,low_risk
man,125,JET,seldom,2,166.283,70.084,33.478,114,573,4,1,1,0,0,1,0,1,low_risk
man,125,GP,sometimes,3,172.327,72.318,21.54,112,286,8,1,1,1,0,0,0,1,low_risk
woman,125,Limi,sometimes,3,154.032,44.115,36.024,48,113,8,9,1,1,0,1,1,1,low_risk
man,150,cygnus,usually,3,181.617,64.646,26.423,91,480,4,3,1,0,0,0,1,1,low_risk
woman,125,cygnus,never,2,158.762,48.616,20.798,108,11,4,3,1,0,0,0,1,1,low_risk
woman,50,Cuxi,seldom,3,144.678,51.772,18.662,54,53,3,23,1,1,0,0,1,0,low_risk
man,125,cygnus,sometimes,1,182.291,89.996,26.676,124,736,9,9,1,1,1,0,1,1,low_risk
man,125,Limi,usually,2,169.16,67.934,20.9,55,707,3,0,1,0,0,0,0,1,low_risk
woman,150,Swish,seldom,2,162.62,46.491,31.385,101,891,6,29,1,0,0,1,0,1,low_risk
man,125,BWS,seldom,3,174.083,68.839,27.954,65,981,8,28,1,1,0,0,1,1,low_risk
man,125,FORCE,seldom,2,175.656,74.053,25.113,92,157,4,28,1,1,0,1,1,1,low_risk
man,125,POG,seldom,2,187.103,75.326,19.842,96,498,8,10,1,0,0,1,0,1,low_risk
man,50,Limi,seldom,2,153.663,62.609,28.263,116,764,8,29,1,1,0,0,1,1,low_risk
woman,125,Fiddle,never,2,155.747,50.615,32.299,88,15,1,1,1,1,0,0,1,1,low_risk
woman,125,JET,sometimes,2,158.514,44.318,24.676,87,151,0,11,1,1,0,1,1,0,low_risk
woman,125,Limi,sometimes,3,167.195,51.249,32.133,105,615,0,1,1,0,0,1,1,1,low_risk
woman,125,POG,always,2,162.84,53.563,20.855,98,233,3,2,0,1,1,0,0,1,low_risk
man,125,POG,always,3,170.672,72.705,23.156,74,773,9,25,1,1,0,1,1,1,low_risk
man,125,axis Z,usually,2,184.204,57.075,21.232,81,277,4,6,1,0,0,0,1,1,low_risk
woman,125,Limi,sometimes,2,169.407,60.065,29.859,56,367,5,24,1,0,0,0,0,0,low_risk
man,125,Limi,always,2,172.664,69.361,26.466,119,45,7,18,1,0,0,0,0,1,low_risk
man,125,FORCE,sometimes,3,173.72,77.76,25.007,93,242,4,11,1,1,1,1,0,0,low_risk
woman,150,FORCE,seldom,2,161.919,42.291,39.699,65,590,10,5,1,1,1,1,0,1,low_risk
man,150,famous,seldom,1,182.63,75.646,20.361,78,105,5,20,1,1,0,0,0,1,low_risk
man,125,DRG,seldom,3,171.001,76.383,50.186,117,895,6,1,1,1,0,0,1,1,low_risk
woman,100,GP,seldom,2,149.599,52.154,60.295,108,913,3,1,1,0,1,1,0,1,low_risk
woman,50,Cuxi,usually,1,148.798,67.234,49.352,126,669,0,6,1,0,0,1,0,1,low_risk
man,150,GP,sometimes,3,179.504,87.501,18.659,63,530,0,27,1,0,0,0,1,1,low_risk
woman,100,DRG,seldom,2,168.009,54.471,49.854,69,305,4,12,0,0,0,0,1,1,low_risk
woman,125,Many,seldom,2,157.092,59.702,26.561,114,582,7,3,1,1,0,0,0,1,low_risk
woman,150,axis Z,usually,2,163.249,45.407,25.368,125,964,1,19,1,0,0,0,0,0,low_risk
woman,125,DRG,seldom,2,163.949,58.364,30.916,71,666,1,6,1,0,0,0,1,1,medium_risk
man,125,Many,usually,2,169.574,63.537,35.067,67,289,9,6,1,1,0,1,0,1,low_risk
woman,150,JET,sometimes,3,154.93,52.783,29.736,130,509,5,14,1,1,0,0,1,1,low_risk
woman,125,BWS,never,3,161.911,54.482,56.138,98,635,8,5,1,0,1,0,0,1,low_risk
woman,125,DRG,never,2,154.918,74.735,24.285,78,614,2,29,1,0,1,0,1,1,medium_risk
man,125,FORCE,always,2,191.164,49.659,46.45,77,56,4,17,1,1,0,0,0,1,low_risk
woman,125,FORCE,always,2,155.913,42.191,25.994,72,228,4,27,1,0,0,0,1,1,low_risk
man,125,Cuxi,always,2,188.771,61.324,32.763,73,916,0,8,1,0,0,1,0,1,medium_risk
woman,125,Cuxi,seldom,2,162.445,50.479,25.726,62,75,9,11,1,0,0,0,0,1,low_risk
woman,100,Many,sometimes,2,165.629,53.993,47.923,42,116,0,19,1,0,0,0,0,0,low_risk
man,125,BWS,always,2,167.601,60.406,18.338,93,480,8,7,1,0,0,0,0,1,low_risk
woman,125,axis Z,always,3,167.003,72.389,34.926,121,201,10,26,1,1,1,0,0,1,low_risk
woman,150,POG,seldom,2,167.168,30.0,57.982,99,857,2,22,1,0,0,0,1,1,low_risk
man,50,Many,always,3,182.183,75.286,24.506,42,65,7,4,1,0,0,1,1,0,low_risk
man,125,JET,seldom,3,176.316,62.713,31.812,42,431,4,12,0,0,0,1,1,1,low_risk
man,125,FORCE,sometimes,1,178.285,49.784,31.909,108,928,10,27,0,1,0,1,0,1,low_risk
woman,125,famous,seldom,2,157.724,47.553,25.817,66,108,9,21,1,1,0,0,0,0,low_risk
woman,125,DRG,always,2,165.337,37.28,36.3,95,660,1,25,1,0,0,1,0,1,medium_risk
man,100,Limi,seldom,2,169.115,67.778,38.49,45,386,4,25,1,0,0,0,1,1,low_risk
woman,125,axis Z,usually,1,158.651,44.006,41.076,53,45,4,19,1,1,0,1,1,0,high_risk
woman,125,DRG,seldom,2,159.217,45.256,23.827,102,856,0,17,1,1,1,1,0,1,medium_risk
man,150,FORCE,seldom,2,175.828,62.661,20.817,85,416,2,17,0,1,0,0,0,1,low_risk
woman,125,Fiddle,seldom,2,154.046,65.899,22.263,130,7,5,19,1,0,0,0,0,1,low_risk
man,150,FORCE,usually,2,163.878,70.005,28.418,106,284,10,29,1,0,1,0,1,1,low_risk
man,50,Cuxi,sometimes,2,180.705,68.315,38.348,42,248,7,26,1,1,0,0,0,1,low_risk
man,50,cygnus,seldom,2,174.907,75.408,32.929,57,787,2,21,1,1,0,0,0,0,low_risk
man,150,Limi,usually,2,171.781,64.921,37.778,90,742,10,20,1,0,0,1,0,1,low_risk
